speed_limit,speed,licence_plate
130,128,L9N 1959
110,93,O3R 2294
40,39,Q2M 5635
150,142,D6N 8355
130,117,U2I 5348
130,110,N3Z 2573
150,147,E9V 7060
60,41,J5D 7404
100,99,N9F 7757
90,76,P0X 0996
90,82,L7A 5928
90,76,L7Q 6560
120,100,M2O 7875
40,39,E5M 3735
90,88,X6S 8372
70,54,O2U 5715
140,126,U2Q 7757
100,96,J5E 8648
110,107,F1E 1871
120,117,D9L 3677
90,85,H4K 9599
40,22,P0O 3597
50,32,Q3H 0181
110,90,N6M 9978
70,68,E5X 9512
60,45,E8S 2684
50,41,U8N 0823
90,76,X4K 5547
110,102,Z1B 6733
110,90,W5W 4360
130,113,T1F 1352
150,132,A8X 8061
140,123,Y6U 8116
110,109,A5E 5255
110,108,X0Y 7638
120,119,S1F 2425
80,66,W5T 6346
150,136,X2Y 2511
150,132,O7U 0832
70,70,K9N 7089
110,99,M1J 7755
40,27,H9H 0875
70,50,M9D 2352
80,66,A3K 2429
100,98,M0D 4947
80,79,C3T 4400
70,70,Q5W 5000
50,33,O5X 9360
80,68,C7P 5231
140,123,K0B 0595
80,68,Q8K 7692
50,40,N2H 4191
80,68,H8T 6628
70,50,X6J 0456
50,49,P5I 4446
70,56,K7Y 5081
100,100,O9N 3934
90,71,T2F 4762
110,92,U1S 9286
90,84,H0T 0416
60,40,F1W 0748
110,92,A4M 8014
90,77,V3S 9002
110,109,J9O 1695
100,95,M0G 1420
40,40,Y6Q 9405
140,131,K8Z 9680
40,39,H8X 8059
50,49,Y1I 5800
80,79,P8V 2500
150,147,L1T 5965
70,70,L7N 0398
40,20,B2B 1414
90,90,V7H 1804
140,136,H1J 4352
100,97,S2V 5586
40,32,T2K 0271
150,138,E3N 1506
110,108,C8Z 6143
140,126,X7R 1767
80,80,P8L 3516
100,81,I8L 8268
150,142,Q5K 4584
150,145,D3S 2381
80,65,X4N 0002
120,112,Y3E 3745
100,93,O2Y 1864
110,110,F5D 5956
60,42,X8L 3270
150,148,F0A 1426
80,71,D4F 3561
60,40,Q6U 3786
40,22,Q3P 0481
140,134,G0M 5279
50,41,N4M 2145
80,63,U7T 6085
140,121,O6T 9396
140,122,L0R 0162
90,87,T1F 6123
100,83,G1N 8149
90,77,K6I 9165
60,60,J0M 9079
80,75,P3L 8730
150,130,L9M 3134
130,116,P3I 4439
150,134,O7D 1984
50,46,M9A 2610
90,84,Q5O 0476
100,81,C4S 6640
150,149,P1A 6673
100,96,Z0B 2861
60,53,F4S 7125
150,132,V2K 1859
40,23,N4B 5504
90,89,Y7X 7448
50,36,R0E 5550
40,34,J5E 5671
100,86,O1T 6886
120,118,Z3I 1658
140,138,U6Q 1984
110,92,M1T 2484
40,37,G2U 7993
100,90,A3J 6865
40,33,T4K 0484
110,103,M4S 4472
110,93,Z3H 6240
130,120,G0A 9109
60,46,T6J 7679
130,112,B9K 9421
130,130,H4U 9443
140,131,Y7J 0202
40,36,B6T 0154
50,38,L0C 5915
90,80,Q9W 4264
100,95,S7M 2453
40,21,N1A 0650
130,118,P8M 2925
50,46,U9P 5213
60,41,Q6Y 3722
130,127,Z5Q 8084
50,48,H5C 8071
130,123,M0J 6537
130,130,J1U 8628
120,112,B1G 6031
100,89,X6V 3725
130,112,A4D 8629
110,108,S2A 4464
70,55,O9J 1667
140,127,L0S 8071
110,94,N2M 7482
70,50,L5T 4554
140,133,I0J 0981
70,57,D7P 6234
110,108,S8H 1442
130,123,O5V 1487
50,31,B3H 3129
80,68,O5L 4290
140,133,Q8K 2275
150,137,M7T 4712
50,30,D3T 9753
100,85,C1U 9605
150,136,E8Z 4983
50,38,U2P 7775
80,79,U2S 2995
140,127,B5H 1300
130,119,P3N 1132
40,24,G2L 1662
80,69,Q3O 4252
110,109,K8Y 0964
130,130,H7O 1026
60,44,Y4Y 1676
90,83,V6Z 1855
80,67,F9W 8710
100,81,G2N 7384
140,122,T7E 2053
70,56,T7L 0141
120,103,B5L 6461
120,109,R6I 6919
120,110,K3Q 5051
150,142,T3D 1327
100,98,E6H 2162
130,122,Y3A 4452
50,42,D1W 7211
130,127,F0B 3290
130,120,Q0S 2295
100,94,C8I 3789
130,123,L7A 5320
50,38,J9C 3053
40,24,O4H 1181
110,105,M1A 7365
100,89,P7R 9255
130,129,T9B 2532
120,108,H3H 5079
130,125,R6A 3513
100,87,K2X 8454
60,44,Y1L 7175
70,64,A7T 5599
80,60,P2B 1479
50,46,E7W 7851
100,97,T9W 4128
150,148,Y0S 4979
110,91,G7P 1916
100,100,K2Q 5313
60,40,M0F 0709
40,32,O0V 8140
70,50,C7R 6178
40,33,J4D 4779
70,54,O2U 4093
60,43,D4M 0063
40,27,C7H 3087
140,124,E2Y 5425
100,80,O1E 8902
120,113,W6X 3725
100,82,H0C 4914
40,40,D7D 8912
60,50,J3Q 6654
50,42,N7K 2058
70,55,O9A 8054
90,71,B1T 9991
40,38,O5R 0889
150,132,K8C 6542
100,93,V8D 6127
130,111,D9N 6710
110,96,G2V 6478
150,147,F9O 2695
140,136,R7L 3027
130,129,Q7L 8981
120,108,G8S 9238
140,135,Y2R 9774
100,93,U2R 7237
120,108,S7F 3502
130,119,R5H 6091
60,44,R3D 1332
80,80,P2O 8047
150,132,V5S 4756
90,81,F1J 3151
120,119,U8Q 2061
40,25,J7I 2997
40,31,D7O 4391
50,46,B9R 5868
80,65,F2T 3308
50,37,B9G 9778
140,143,Q6Z 1530
120,103,M2U 8615
110,94,S1S 1406
140,135,F8Y 5416
150,139,V3O 9717
100,93,Q7P 5120
70,70,L0U 9321
130,128,Q7U 9903
110,91,L8M 4916
120,109,U8B 0409
150,148,P3M 3282
40,22,R2J 5470
70,51,P9Q 6602
80,80,Q8B 3930
130,116,B3X 6458
80,78,K4V 9737
90,81,J5T 3268
110,106,Q6Q 6561
70,57,M2L 7886
80,68,Q3H 0999
110,98,N1B 9846
60,47,G6S 0040
110,91,Z6F 1065
150,137,R6R 1437
90,87,S0S 7777
40,28,W2F 2608
50,41,F2Y 7367
90,79,I6Y 6969
120,120,B1M 9893
120,114,F2C 4113
130,123,L1A 4040
100,90,P9Z 7633
80,71,E5U 1722
80,62,B3Y 7573
50,46,E9K 6072
50,41,M7K 0914
150,135,X8R 6384
150,142,R3L 5995
50,38,C8Z 9018
90,90,E8O 1837
60,40,W0Z 8725
120,119,E4K 5381
120,107,X3V 0105
100,86,X4O 3699
150,141,F6W 3049
140,129,N5G 9761
140,125,E3B 2630
70,70,V5N 6796
110,98,O2S 0005
110,96,C2X 5146
120,119,X5A 5906
90,70,Q4S 9427
40,27,C6Z 3402
90,88,T3O 7483
110,110,P6A 3867
130,119,N5Z 6401
50,46,Z0S 0778
60,50,Z3B 7317
90,89,A6I 5399
90,75,O9I 3409
110,92,P1F 0023
120,108,E0L 5168
120,102,K6H 7355
60,40,H0S 0359
80,79,D5C 9913
50,48,P3R 2961
70,58,C7J 2243
70,58,A2Q 5354
150,141,Z2P 8919
140,125,A0D 2221
70,62,C3W 8596
130,124,V2Q 7441
130,120,J1A 4542
150,131,H4T 8796
50,49,T7N 2259
100,83,S7J 1654
80,67,D9I 8025
60,56,W2G 6614
100,93,Z3I 5119
110,102,V4K 4132
80,70,G2E 3253
120,118,S5M 9072
80,67,E6D 0023
150,146,W2J 6969
100,92,K8V 0875
140,134,L5R 7931
70,55,X0K 5005
140,137,N4Q 7219
140,135,J5J 8924
90,79,V2G 3251
100,91,K9B 3283
120,102,G7Q 7016
80,72,Y0R 6455
80,61,Y2K 7683
70,67,M5X 1099
80,61,Y4M 0855
150,137,P0V 0994
80,73,Z2J 1119
130,123,H0Z 2993
130,128,B1M 4983
60,58,K6W 8759
140,136,E1K 2020
40,36,C6D 3091
60,60,O2R 0111
100,81,D3K 3065
90,70,J0H 4358
40,32,T9B 7331
140,133,R2F 4955
100,87,A2F 7960
150,137,H2E 6600
40,27,D4L 8609
40,20,V0Y 8096
80,63,W2J 9415
60,45,R9B 9616
150,143,N3P 3264
100,93,B4O 0656
50,32,D3V 0228
140,136,K1H 9709
90,80,Q2F 9463
50,48,O4B 6267
40,40,R6J 3303
40,35,D8E 2937
140,127,C5Q 7888
50,45,Q5V 4508
110,104,J8M 4560
120,102,Z7R 5142
60,60,I4T 5337
110,99,K7H 0973
80,80,E1F 1265
150,143,E0I 7733
80,75,P5M 5911
70,66,A4P 5222
130,116,C0C 0075
110,98,Q0U 5226
150,134,K9C 8071
60,57,L1X 6042
80,73,E9S 8979
70,70,N2B 1691
70,59,E8F 3069
60,60,S3G 0019
60,42,F2Z 5757
90,73,H7D 6101
60,40,J7M 2925
150,135,W9Z 2511
90,88,Z1P 5834
130,120,Q1E 6592
90,85,V5B 3481
80,63,E2R 6850
150,137,D3O 8700
70,65,G5H 6677
60,51,S5O 7804
60,60,S0H 5907
50,39,J6C 5282
80,77,D7B 5274
60,46,Q1C 4821
140,133,J0W 9749
140,134,O3H 9395
130,122,N5M 0977
130,111,U8U 2878
120,106,I4H 8919
70,62,A0M 6392
90,72,H2G 0011
80,75,P8V 0482
120,105,L6S 7643
130,114,I0O 9566
110,109,Q0O 2082
130,126,H1J 7751
50,32,Y3O 9440
140,136,B6R 4224
60,55,P8V 0254
140,128,S0S 9661
60,55,Z9I 9548
50,35,L0L 0514
50,38,K5I 9736
70,61,P1C 2790
50,30,J4B 1777
100,84,W8O 5008
60,52,O5H 6045
130,126,H9R 3055
80,86,C3D 7830
130,114,P3Y 4294
90,90,U7M 2174
150,139,I3R 4950
140,140,U8T 6463
80,66,K1I 3760
110,96,F4Q 3441
90,78,L6B 4073
130,130,J3U 4622
150,148,K4X 3193
60,58,T9G 0189
70,57,G9G 1393
90,89,P4A 7856
40,30,H5N 3989
80,67,L2E 1826
40,35,W6A 6695
120,102,R6D 3295
140,124,E7W 3590
100,97,F5O 6559
80,77,M4H 5670
80,74,A1Q 5113
60,48,D3P 4533
130,132,X6E 4320
80,73,T6I 6436
40,28,O9W 8714
50,30,U0V 1461
150,150,B2N 4635
70,65,G0C 2266
150,141,H1B 5696
60,52,D4T 1617
50,35,X1Q 5767
60,55,B1K 6987
120,115,W2P 0837
120,100,K8C 3510
140,127,G1O 1928
90,85,C8D 4134
110,95,R5W 1657
90,83,Z1T 3782
110,103,L4W 4865
120,118,N4U 8326
100,86,Q8V 1207
80,78,L8W 7980
150,143,R6Q 5847
60,53,Y2T 3035
50,38,S1Q 8839
60,40,B3J 9036
90,82,R4N 7829
70,53,W2I 9318
40,22,S5E 6004
90,71,M9Q 0235
140,135,V4I 4057
120,118,Q2K 6683
140,123,M6W 3803
110,95,H4J 9719
50,36,G3B 0291
90,73,E7T 1470
150,131,I2Z 5538
70,62,S2P 6200
150,150,W5S 6337
80,72,H0B 4437
150,150,I0P 1786
50,37,Q0E 0878
110,108,G6P 6937
70,63,S1P 7630
120,117,T3L 8898
100,84,V2E 6480
140,127,B1O 2265
60,46,B0Q 4318
100,95,I1V 4988
130,122,R8K 4638
70,54,N2L 2890
120,116,Q9R 3042
100,93,F0C 5953
40,39,O3B 3468
60,45,I5G 5504
60,58,Y4Q 7396
110,95,J7Z 9645
90,76,J8G 1926
60,52,W3K 9774
60,45,P9S 4032
40,38,I3G 6884
130,110,L5G 4328
110,110,Z0O 7144
40,23,C0Q 6827
100,86,N6K 3357
60,51,Y4K 9684
150,141,A7Q 7919
130,112,O7J 5428
70,65,I2G 4018
70,67,A5O 0729
150,138,Q4V 5851
120,100,G7H 7587
50,49,B6S 8821
110,102,C8E 2670
80,72,P1F 2434
150,138,P7F 0764
90,73,E7L 5561
150,132,L3M 8847
120,112,S1Z 1672
70,53,U4G 0812
40,27,M0G 2402
40,27,F9B 7205
50,30,W6H 6493
100,84,H8L 9870
40,35,O1W 4146
150,138,M0D 9846
40,32,O1D 4393
110,101,U1Z 6235
70,54,R8S 3356
140,140,A3O 6504
150,149,O3O 6067
60,53,L4T 5838
70,53,X8O 5787
70,54,J2R 5916
150,139,Q1L 2654
50,42,R0K 0459
100,87,T6A 9639
110,106,X5G 7752
150,144,A4Z 4786
150,130,U9T 1417
70,64,L2K 8532
100,83,S2A 0782
70,55,U5J 7740
130,128,R7X 1174
40,22,S6H 1257
60,40,G6X 4186
120,115,Y9A 5674
130,129,Q8K 6319
90,73,E7D 3735
90,83,L7Q 6678
120,101,J3V 6684
50,44,U2W 8162
150,148,X0B 3182
50,43,W6C 3349
150,137,Y9E 5203
50,41,U8P 8654
80,71,C1G 0794
120,109,T7Q 3505
60,46,Z3S 9243
70,56,Z6B 2995
150,139,Y5I 4056
130,127,K4Z 0964
110,95,N4Z 9298
40,33,T6F 5987
40,25,D1F 6930
90,97,R6Q 3911
80,80,F4W 8396
80,68,Q2G 0179
80,80,H2Y 0195
140,136,P7F 2629
100,97,K8I 0212
70,51,K9I 7249
110,97,P3C 6199
150,140,M0E 9298
100,94,M5G 4563
50,36,G8N 2054
80,68,L8Z 3234
60,60,J5V 5430
80,70,F7X 1318
50,32,Q1M 2683
70,53,H7M 6357
40,27,K5A 9204
50,38,P7T 9098
70,54,J0M 5006
110,97,H2V 9014
70,51,T4Z 7942
70,80,A3E 0853
120,117,M8T 5828
60,45,E2P 9372
70,59,X5R 0502
100,88,I5J 3011
140,138,E1W 0713
70,63,C2P 2810
50,30,J3K 8059
50,45,V4S 6714
90,70,W8K 5924
80,72,I7H 9400
60,58,I5I 2772
80,74,T1F 8851
130,112,F0H 9442
100,93,H8W 8886
50,44,O7I 7812
110,106,E9W 8380
110,110,J9B 2975
130,120,O9B 0518
150,133,V5U 1270
40,39,V2V 7673
120,117,J0I 7671
140,125,G1Q 4997
80,66,K0H 2292
50,30,F4N 6003
70,63,F4I 6745
110,92,B6S 5605
90,71,O4G 4725
60,44,F1R 0832
120,116,N5L 8186
140,128,S6T 5180
50,35,R2A 5481
110,103,T7S 9799
60,49,K2A 0584
140,120,F8A 8688
90,76,L8F 9638
120,103,D3T 8858
140,128,M3J 0866
50,37,T8P 2572
40,28,E0T 5607
80,62,D6P 6986
140,127,E9Q 6660
100,82,Y2S 3851
100,86,F4V 5108
80,63,N7I 5746
60,47,B7I 4283
130,123,V3T 8576
80,68,Q8P 1267
40,21,N2A 0407
40,37,Y0C 3867
60,53,V0B 0305
110,107,E6V 9858
40,23,N4L 2643
100,85,L2O 7962
80,72,R4P 2306
130,126,K9P 7344
120,107,Z7I 3498
100,94,J5I 7197
80,61,U8F 7735
140,135,O0F 3804
90,72,Z0D 7546
100,83,X0V 2315
100,87,P8P 0289
150,134,F0H 1548
100,83,U1L 3518
100,97,R6D 2630
120,103,K6C 9338
70,67,H9W 9220
40,28,C1W 6684
130,129,Q3V 0255
40,22,B3J 9310
90,82,Z0Z 2819
130,111,U8Y 8963
50,40,J7P 3568
100,92,T5O 3467
70,50,R2T 5354
80,66,X0Y 7651
70,70,I5P 2395
40,20,T3G 8963
40,33,E5X 8987
120,112,V4Q 7798
130,126,F3O 0595
140,133,R8O 9589
40,37,T5U 6754
60,43,N1V 8696
40,39,J6X 6878
70,50,B8X 3620
100,89,Z9D 1605
70,58,A2G 7716
50,41,V2D 9838
40,32,I4J 5717
100,100,S0K 7915
140,138,O9P 0990
50,35,T8Z 4643
150,131,O5P 6116
50,50,E2K 7615
120,123,D9A 0585
110,104,G9F 7465
140,138,E8H 4181
70,70,L3D 1321
130,127,A6W 4489
80,68,T1S 3658
70,53,M6P 9430
80,77,N1S 4276
90,70,H0U 5077
90,70,M2E 5861
150,141,J9R 8316
130,129,R3X 4739
70,64,A6R 6234
90,81,J2Z 2166
80,79,P9Y 3022
120,120,N1D 3422
40,24,D7B 1412
140,132,X7Q 3694
50,45,U7K 0015
80,67,Z3O 3802
150,142,Z4I 6830
100,81,Q9T 7768
50,49,X2Q 8096
100,94,I5T 2713
110,108,E5C 9366
130,111,G5I 6158
90,70,Y2C 5321
80,74,I8F 5595
110,105,Z8J 4599
140,139,D2L 3624
110,95,O0A 7254
60,44,T3R 5410
150,140,Q0F 3004
120,111,Y4L 1840
90,86,G4E 6012
60,48,P1B 4762
120,118,O5W 2102
150,131,B7V 1050
50,38,Y3B 6349
150,150,S0H 1052
40,32,U4B 4876
40,29,F6W 9903
90,74,D5A 2522
100,82,Q9V 8079
130,125,P8J 5646
50,50,T2D 8798
110,107,X5T 5274
50,38,T7O 0162
140,135,Z8Q 2502
130,125,M4G 1581
110,91,S1K 9502
60,50,Y5N 6821
50,31,I6N 9295
140,139,W6B 4667
150,139,L1Z 6514
120,117,V3U 8810
60,45,E0X 3647
50,36,B2X 3348
70,75,F9Q 4969
80,72,G3Q 4590
70,57,Y1X 6453
120,118,F2V 9188
40,40,X9Q 7975
100,91,V5H 6186
90,87,C6I 1987
70,52,L3S 7812
110,94,I1U 6233
110,103,B2S 6076
60,56,M1N 2085
60,51,X3L 0663
90,79,Q7D 1951
110,108,E7P 7891
120,109,M8W 9661
130,118,G4F 6128
40,20,Y7W 3660
80,69,G2A 9299
60,50,U2G 4748
90,78,O3Q 3956
110,105,G9U 2584
130,128,R4R 5530
80,60,U5L 4899
120,100,Z1C 3573
50,39,A9H 1548
140,126,S4G 3071
40,30,V2E 7612
40,36,J1F 1045
80,74,B6M 2955
90,71,Z3Y 1843
150,148,Z4W 9041
150,141,M1W 0321
90,74,Z2L 3627
50,38,L2U 3960
150,144,W7U 3358
150,140,H0G 1259
120,125,P4W 7695
100,99,I2O 3195
150,142,R9T 5047
90,81,T8E 7375
140,125,C5B 9568
80,78,E1P 6968
150,132,Y2D 3553
90,70,W1Q 0777
50,31,A3M 8290
110,113,L6Y 7854
110,92,W0D 5764
130,119,N5B 5167
100,100,I2P 4844
100,91,G0R 0269
130,112,C0T 8237
70,50,Q8W 8725
80,61,I2Z 7632
60,44,G3H 1687
140,131,P9J 1797
60,42,N2Y 8397
90,80,H4E 2589
150,148,Q4L 2707
90,74,I4J 2218
60,57,N3M 2707
40,40,Y3M 9322
100,98,K9B 3795
80,64,B2J 7712
110,99,Y6J 9518
60,49,N3Z 2037
40,38,B3W 7971
80,61,B0R 9570
40,33,J1E 3859
70,56,F5L 9620
70,54,W7Z 6469
140,122,R4M 5389
140,140,Y1P 5797
130,111,X1K 9608
130,126,S0E 8722
130,115,H5I 5802
60,53,Q0W 7211
130,118,L1J 5587
130,128,O1S 3792
130,110,E8R 0168
90,88,U9M 9024
110,98,J1B 7255
120,103,O6Z 3790
40,27,X3E 8936
40,24,U3S 0529
50,49,M2T 3526
40,33,P5N 5066
40,35,N5J 7171
140,128,F2Y 8616
100,87,L8Y 8881
130,121,I4P 3548
130,113,K1B 3724
80,65,B8E 3508
50,36,N9U 4962
40,23,X6R 5554
100,89,C9M 2362
90,87,A8V 8483
120,104,E0W 5272
50,50,M5J 7671
50,47,Q3F 2805
60,54,T6Y 4155
110,98,G3F 7864
70,60,T7N 7973
70,67,T8E 5587
50,40,E1G 3926
150,131,I0J 5816
60,46,X4Q 7338
100,80,O9Z 9794
150,139,Z7W 4217
50,34,Z4F 7934
90,89,U8P 8329
80,60,R5N 2264
140,127,Y7S 8510
150,139,D2K 1041
90,88,Z7Z 7540
100,85,P0F 8546
50,41,U6I 3018
150,131,I4Z 2510
140,121,U9M 0966
110,108,H0W 9833
60,46,B6B 6290
90,87,O8B 5552
140,127,X2D 9940
130,119,Z3L 3726
40,31,X9R 9680
120,111,S1V 1076
110,104,Q6Q 6209
130,129,U2U 2296
150,145,G5C 5965
110,100,R1I 7244
120,102,O5D 5849
90,86,R5P 0798
150,147,I9J 6803
90,89,D5T 7276
80,66,E7A 5304
50,39,V4S 2561
100,91,M4R 4833
60,59,P7M 8195
50,50,W6R 2981
100,99,M9E 4592
110,100,Z7G 8418
80,75,S9Z 8909
140,126,I7V 7287
70,62,V9B 8875
150,145,E7V 8934
140,137,X3J 3518
150,136,W2W 5922
70,68,V6G 0964
60,55,Y4E 3931
60,41,U2W 3923
150,132,Y9U 7718
60,53,Q3E 2671
50,49,B1E 4522
80,61,K5A 3316
80,73,Z0D 2692
120,120,I0A 5904
110,107,W1F 2463
130,116,X9E 9592
140,140,O3I 7833
120,100,G9N 0108
70,66,U9T 2060
100,82,V7I 6603
90,82,A3D 1156
50,36,H2C 3793
90,73,F9L 0204
50,45,X7Z 0223
140,131,M3Q 2342
70,54,W0M 9674
60,57,N1J 1536
110,92,S3I 9330
100,84,K5R 5638
120,103,B0Z 1939
80,67,A3O 1078
80,64,X0Q 2653
110,102,S2E 7354
90,85,H9T 7250
120,107,X2D 5102
50,46,W9S 3634
50,50,X8S 9120
50,35,J3L 2889
110,97,N9W 2582
80,74,R0F 9572
80,64,R5W 9352
130,127,C5X 1890
120,100,U6C 7427
120,102,Z7L 8645
110,97,B8K 3357
120,103,R0V 8424
110,91,T8C 1434
100,89,R1F 9957
100,83,J9H 1292
80,64,V6S 3814
100,99,Q1Z 9651
50,31,P9W 1128
70,55,K2R 8589
130,112,E1S 5931
50,42,I9M 1247
80,71,Z1L 3173
150,136,I6Y 8537
150,143,V6F 8495
150,147,E8J 6569
110,93,P9C 3284
130,122,Q5D 9722
40,29,M6L 1062
150,131,J1L 8209
50,37,Z0C 8730
90,82,P8M 7189
40,25,P4F 5197
60,47,U3H 4192
140,124,I3N 2129
150,133,T0N 7963
130,115,C3N 3519
150,138,L6P 3884
70,63,F2E 9754
50,41,W0P 2008
50,38,U6Q 1175
90,89,N8G 9285
110,104,Y5Y 6570
80,60,V7G 3955
50,42,X4Q 7416
130,110,R7H 8829
60,41,W2P 0215
120,102,R7N 9327
40,36,F9S 7101
70,69,M4C 9340
120,108,Q1Y 8083
50,31,J2O 7462
100,86,N0B 8271
120,113,W4F 9020
130,124,L6N 1996
100,81,U7W 8828
120,102,Q8L 9200
100,86,J2O 0057
150,144,E0N 7596
140,126,A2L 4637
90,81,O1G 1546
150,133,M9J 5379
150,135,Q1W 9134
130,117,S1Y 8691
70,56,I1E 1612
120,100,P5K 5368
150,137,S9W 5676
60,58,C1W 7458
130,124,S4P 8152
40,26,M7C 0292
140,130,E1R 2785
130,114,L3X 4250
70,65,E5E 8646
40,49,F5A 5497
110,103,A1K 2544
120,116,M3V 6089
120,106,I4Q 0546
70,57,R9K 1809
60,56,T0S 1370
120,126,T4X 8770
100,82,I8A 9181
130,123,L9L 5458
70,56,R2D 4339
130,124,H4Z 1597
70,70,B4G 0234
130,120,Z9N 7081
60,55,B7N 3333
120,117,V8L 1242
120,110,C2V 6452
120,110,D7H 2738
80,79,K8V 1600
130,123,W9H 1343
120,107,P9L 6856
150,136,G0Z 8957
150,142,D0C 1077
130,128,H2R 6804
60,51,S6B 0277
60,49,D6L 9771
90,72,T6I 6963
50,48,C0Y 8877
140,125,M3A 5636
40,39,N4L 9982
100,90,X0X 9516
60,45,D0K 2848
90,80,V8K 9116
150,138,W1K 5621
100,81,Y7S 1166
70,70,N5K 4961
130,125,U4R 6322
130,111,T3L 2761
80,66,W2U 3279
90,88,M3F 8255
150,141,L7C 4526
140,127,G2R 2036
110,107,G5P 7525
90,73,J5L 5275
150,141,S9S 0744
90,84,M7V 5270
120,104,S8U 7269
90,88,M7U 9495
50,45,P6K 6412
140,132,W5E 0074
140,121,I8I 3559
40,40,D8N 9383
60,52,L9Z 7438
50,41,Y9S 9753
50,44,W3Q 2856
130,110,U5P 4821
130,127,Q7W 9805
80,76,L9Q 2939
110,99,B1D 8783
140,131,C9P 1763
120,114,D3G 4531
130,115,Z2D 8268
150,150,R4V 3698
80,64,I7E 4298
110,102,C0Q 0282
80,67,K3S 1544
140,136,S5A 4154
60,47,G2J 5287
90,72,X9F 7142
70,57,Z3I 7654
60,41,F4U 7207
50,34,G4B 6146
120,119,A2U 9833
60,54,L9Q 0784
130,122,L6P 4211
70,69,C2K 7981
80,80,D0F 8813
140,127,U8F 5879
60,52,L6O 6314
120,101,U3B 7280
60,52,Z3V 0051
40,30,F2Q 9609
60,55,K6T 1303
60,52,A4P 9843
100,80,C8S 2791
110,90,Q1M 4142
80,60,M9K 8217
120,105,J5L 7773
110,103,J1O 7910
70,66,K2I 3646
150,140,Q6J 0973
110,98,U8F 2280
130,114,O5Z 9187
70,55,H4P 9085
80,74,Z5E 1549
60,53,K2H 2653
90,80,L1G 7624
150,144,K1F 8221
90,76,Y3B 3777
80,80,W0X 1358
140,123,D2S 5680
120,104,D2D 0356
60,50,I5K 3160
110,98,K8E 9730
120,110,U5S 5434
50,36,H1G 9511
50,41,T7Y 2397
100,86,M2S 7728
130,125,O5N 7468
70,62,P5C 3159
70,58,O4I 7669
60,49,W1F 8031
70,66,J6H 0914
50,36,Q7T 5965
100,90,O8V 8296
90,89,D9Q 3288
110,100,W6I 5962
140,126,E9C 7567
80,61,P0Z 4944
130,118,K2N 4996
90,74,R4A 3633
100,100,G5I 6123
100,82,C6Y 8078
60,44,P3N 3763
130,121,F7G 6301
120,116,I1G 1014
110,104,D1G 4466
150,132,X7U 0654
120,110,U4J 9514
110,92,Q8A 7133
140,122,L2W 9294
120,102,K0R 0064
140,132,K3E 7230
150,140,O5U 7164
60,58,Z6L 5521
100,108,O5Q 9906
100,80,U3B 5286
100,94,K8W 8510
150,149,O0D 9381
100,93,V6M 8252
140,129,M4V 4822
40,30,Z3T 9093
70,70,Y2G 3909
60,49,P8U 2446
100,80,O2R 3412
130,123,E9P 7312
100,88,P7J 9211
120,107,P6T 1912
140,129,S7Z 1302
120,109,W8I 5825
40,23,F9G 0222
120,100,T5F 4635
130,123,D5E 0103
90,80,B2D 9041
130,118,Q3L 4707
50,41,G9S 1441
140,126,S3C 2882
70,51,A0E 9175
140,140,W3B 2991
130,115,I6Z 6990
100,80,J7B 5215
90,73,U7V 4150
50,39,O1J 0597
140,123,Y7G 0803
70,57,V4S 0075
140,140,H2G 7768
120,101,I1N 9998
100,97,X9K 5175
40,34,X2T 5989
120,106,V3M 0975
60,48,S9Z 5685
110,104,C9O 9529
100,89,U9Y 5936
90,82,C1L 9763
110,99,O0X 7091
140,132,I8P 2750
140,124,F7X 1338
110,110,G2E 9295
110,94,Q5A 2538
90,72,O4S 6349
100,88,I2P 5147
150,148,Z4X 2664
60,49,U4M 0514
70,67,U9M 2837
110,97,T0R 1553
50,30,Y2A 1981
110,97,R3U 6807
120,110,L8Q 9834
40,30,J3V 8919
110,102,H1H 3495
50,43,A2K 9845
60,42,G5K 1595
150,142,F3L 1508
90,86,F6Z 7240
100,83,J5U 0585
110,96,M5Y 5619
90,77,Q7N 5609
120,104,A8F 5458
130,110,F6G 6324
140,137,W1A 5937
70,60,K1O 0697
70,68,A4F 9931
150,146,K1T 2975
40,27,O4D 5237
90,88,P6Y 1411
150,149,I2A 2502
140,122,D2F 6076
130,121,M0B 3235
130,116,F5J 7361
130,115,L7O 3821
100,95,Q5S 3978
50,40,E2U 4577
120,115,L1V 6911
60,51,U7R 6324
80,74,B0S 0189
60,54,M8Q 1443
50,35,X1R 7741
60,55,U0L 8626
100,93,O4M 2297
60,48,R1G 7680
100,92,K0H 4505
130,112,S7G 1142
60,40,Z9V 1441
50,49,D8D 7210
70,66,M5N 7417
130,120,O1E 9249
120,119,A2J 2910
80,69,A1A 6887
140,140,H0O 2488
60,54,C5U 4471
60,50,M4S 2795
70,58,A6M 9831
140,123,E3J 7097
150,148,J2X 9019
70,63,R9O 5207
40,25,X8S 4698
40,34,E0Q 9907
90,87,K9J 3549
120,113,C5H 0107
100,89,O1A 8652
140,124,L1S 1535
110,100,S7V 8269
130,114,W3K 8995
130,123,X5K 0636
60,43,T7R 4924
130,127,P5I 7326
150,130,C9R 1892
90,78,P9V 2509
60,50,Y6O 6448
150,131,M2V 1987
70,52,U4A 4837
60,53,I2D 7926
40,26,H9M 4827
80,76,R9I 0018
120,110,R6G 1799
100,99,N9Q 8594
140,127,S0R 7985
